round,id,score,position,services
21,2,29918.683243738575,3,"[{""lost"":5,""score"":4918.683243738575,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4918.683243738575,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
21,1,29917.701079425056,4,"[{""lost"":5,""score"":4917.701079425056,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4917.701079425056,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
21,0,29916.776296788128,5,"[{""lost"":5,""score"":4916.776296788128,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4916.776296788128,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
21,8,29905.008346152976,6,"[{""lost"":6,""score"":4905.008346152977,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4905.008346152977,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
21,3,29903.672959048803,7,"[{""lost"":6,""score"":4903.672959048801,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4903.672959048801,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
21,4,29523.809523809523,8,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4523.809523809524,""totalChecks"":21,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
21,6,29047.619047619046,9,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4047.6190476190477,""totalChecks"":21,""successfulChecks"":17},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
21,5,28809.52380952381,10,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3809.523809523809,""totalChecks"":21,""successfulChecks"":16},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
22,9,30421.387565015215,1,"[{""lost"":0,""score"":5421.387565015215,""stolen"":26,""shortname"":""SeaOfHackerz"",""totalScore"":5421.387565015215,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
22,7,30016.770509831247,2,"[{""lost"":0,""score"":5016.770509831248,""stolen"":1,""shortname"":""SeaOfHackerz"",""totalScore"":5016.770509831248,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
22,2,29918.683243738575,3,"[{""lost"":5,""score"":4918.683243738575,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4918.683243738575,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
22,1,29917.701079425056,4,"[{""lost"":5,""score"":4917.701079425056,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4917.701079425056,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
22,8,29905.008346152976,5,"[{""lost"":6,""score"":4905.008346152977,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4905.008346152977,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
22,3,29903.672959048803,6,"[{""lost"":6,""score"":4903.672959048801,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4903.672959048801,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
22,0,29900.202289313664,7,"[{""lost"":6,""score"":4900.202289313664,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4900.202289313664,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
22,4,29560.521824976786,8,"[{""lost"":0,""score"":5016.574007474464,""stolen"":1,""shortname"":""SeaOfHackerz"",""totalScore"":4560.521824976786,""totalChecks"":22,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
22,6,29090.909090909092,9,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4090.909090909091,""totalChecks"":22,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
22,5,28863.636363636364,10,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3863.6363636363635,""totalChecks"":22,""successfulChecks"":17},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":22,""successfulChecks"":22},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
23,9,30421.387565015215,1,"[{""lost"":0,""score"":5421.387565015215,""stolen"":26,""shortname"":""SeaOfHackerz"",""totalScore"":5421.387565015215,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
23,7,30016.770509831247,2,"[{""lost"":0,""score"":5016.770509831248,""stolen"":1,""shortname"":""SeaOfHackerz"",""totalScore"":5016.770509831248,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
23,2,29918.683243738575,3,"[{""lost"":5,""score"":4918.683243738575,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4918.683243738575,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
23,1,29917.701079425056,4,"[{""lost"":5,""score"":4917.701079425056,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4917.701079425056,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":23,""successfulChecks"":23},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
